1544,"А игра? Прекрасный критик мой, а игра? Или вы не видите, какие бешеные сокровища бешеной игры сокрыты здесь: самой жене говорить о том, что я хочу убить ее мужа, смотреть ей в глаза, улыбаться тихонько и говорить: а я хочу убить вашего мужа! И, говоря это, знать, что она не поверит... или поверит? И что когда она станет рассказывать об этом другим, ей также никто не поверит! Она будет плакать... или не будет? -- а ей не поверят!"
1606,"Оставь, Таня! Просто надо было его связать, и больше ничего, и на голову ведро холодной воды. Если хотите, я верю в сумасшествие Керженцева, отчего же, всяко бывает, но страхов ваших решительно не понимаю. Почему именно мне он захочет причинить какой-нибудь вред? Чепуха!"
1659,"Ну, конечно, шутки. А все-таки брось ты шутить, Антон! Знаю я тебя с гимназии, и всегда в твоих шутках было что-то неприятное. Когда шутят, брат, то улыбаются, а ты как раз стараешься в это время такую рожу скорчить, чтобы поджилки затряслись. Экспериментатор! Ну, что, Таня?"
1713,Он сам умер или ты его убил? Опыт?
1719,Смотри на меня. Ты видишь мою мысль? Савелов. Тебе надо в санаторию. Я смотрю. Керженцев. Смотри! Я могу убить тебя. Савелов. Нет. Ты... сумасшедший!!!
1720,"Да, я сумасшедший. Я убью тебя вот этим! Опусти руку!"
1745,"А, это ты, Джайпур! Отчего я все забываю, что ты умер? Джайпур, ты умер от тоски? Глупая тоска, тебе надо было жить и смотреть на меня, как я смотрел на тебя! Джайпур, ты знаешь, что я сделал сегодня? Умер. Взял и умер. Глупо! Не видит моего торжества. Не знает. Не видит. Глупо! Но я устал немного -- еще бы не устать! Опусти руку -- сказал я. И он -- опустил. Джайпур! Обезьяна -- он опустил руку! Ты мог бы сделать это, обезьяна? Глупо! Умер, как дурак,-- от тоски. Глупо!"
1748,"А весьма возможно,-- что -- доктор Керженцев действительно сумасшедший.-- Он думал,-- что он притворяется, а он действительно -- сумасшедший. И сейчас сумасшедший. Кто это сказал? Кто? Кто сказал? Кто? Кто? О, боже мой! Нет! Нет! Нет! Нет! Это неправда, я знаю. Стой! Всё стой! Стой, стой! Погоди же! Да не надо же сводить себя с ума. Не надо, не надо -- сводить себя -- с ума. Как это? Он думал, что он притворяется, что он притворяется, а он действительно сумасшедший. Так. Случилось. То, чего ждал, случилось. Кончено. Зеркало! Ага! Так, так, так. Ты думал, что ты притворяешься, а ты был сумасшедшим, у-гу-гу! Что, ловко? Ага! Ты маленький, ты злой, ты глупый, ты доктор Керженцев. Какой-то доктор Керженцев, сумасшедший доктор Керженцев, какой-то доктор Керженцев!.."
1775,"То есть частью от погоды, а частью жалуется, что беспокойно, спать не может, сумасшедшие орут. Вчера с Корниловым опять припадок был, полночи завывал на весь корпус."
1784,"Ну-ну, он и меня поносит, пишет: а если вас, Евгений Иваныч, в халат одеть, то кто будет сумасшедший: вы или я?"
1792,"Дверей только никогда не замыкает. Оставить ее распоряжаться, так ни одного больного не останется, разбегутся. Я жаловаться вам хотел, Евгений Иваныч."
1843,"Побудьте со мной. Вы очень странный человек, Маша. Вот уже два месяца я приглядываюсь к вам, изучаю вас и никак не могу понять, откуда у вас эта дьявольская твердость, непоколебимость духа. Да. Вы что-то знаете, Маша, но что? Среди сумасшедших, воющих, ползающих, в этих клетках, где каждая частица воздуха заражена безумием, вы ходите так спокойно, словно это... луг с цветами! Поймите, Маша, что это опаснее, чем жить в клетке с тиграми и львами, с ядовитейшими змеями!"
1860,Конечно же не сумасшедший.
1861,А убил-то я? Это что же?
1867,"С молочком, с молочком... Нет, Маша, напрасно вы тогда вынули меня из полотенца, глупо вы сделали, мой ангел. На кой черт я здесь? Нет, на кой черт я здесь? Был бы я мертвый, и было бы мне спокойно... Ах, хоть бы минута спокойствия! Мне изменили, Маша! Мне подло изменили, как только изменяют женщины, холопы и... мысли! Меня предали, Маша, и я погиб."
1869,"Вот. Мысль! Мысль, Маша, вот кто мне изменил. Вы видали когда-нибудь змею, пьяную змею, остервеневшую от яда? И вот в комнате много людей, и двери заперты, и на окнах решетки -- и вот она ползает между людей, взбирается по ногам, кусает в губы, в голову, в глаза!.. Маша!"
1874,"Маша!.. Я был силен на земле, и крепко стояли на ней мои ноги -- и что же теперь? Маша, я погиб! Я никогда не узнаю о себе правды. Кто я? Притворялся ли я сумасшедшим, чтобы убить,-- или я действительно был сумасшедший, только потому и убил? Маша!.."
1944,"До болезни? Вы думаете, что я был болен?"
1946,"Татьяна Николаевна, послушайте! Я не был сумасшедшим. Это... ужасно!"
1950,"Нет, вы были сумасшедший."
1971,Во имя... убитого!
2086,"Горничная выходит, вскоре возвращается с вином. Неловкое молчание. Савелов сдерживает себя, чтобы не выказывать Керженцеву враждебности, но с каждой минутой это становится труднее."
2099,"Так же медленно, не отводя глаз от глаз Керженцева, Савелов поднимает руку для зашиты головы. Рука Савелова медленно, толчками, неровно опускается, и Керженцев бьет его по голове. Савелов падает. Керженцев с поднятым пресс-папье наклоняется над ним. Отчаянный крик Татьяны Ивановны и Федоровича."
2106,"(Быстро идет к углу, где все еще стоит пустая клетка.)"
2122,(Молчит и смотрит с ужасом.)
2243,"А с кем же я его оставлю? Он тоже меня сколько раз уговаривал, - да разве это можно! Ну вдруг заболеет? - года у меня с ним не маленькие."
2422,Ноги ободраны... осколком и... голова... немного. Вздор.
2425,"Валентин, тебе нельзя говорить. Какой это был ужас, какой это был ужас! Бомбы рвали на клочки, убитых тысячи - десятки тысяч. У ратуши я видела гору трупов."
2440,"Кажется, пулевая или картечная рана в плечо. Вначале он был в сознании, но потом впал в беспамятство. Я донес его до переулка, но здесь встретился отряд драгун. Долго я бороться не мог, тем более что я подвергал его опасности расстрела; и я оставил тело им, а сам вернулся к нашим. Теперь, вероятно, он в тюрьме."
2443,А Маруся? Отчего вы ничего не скажете про Марусю? Она убита?
2451,"Значит, напрасно вся эта кровь, эти тысячи жертв, эта беспримерная борьба, эта... эта... Проклятье! Зачем я был здесь? Зачем я не лег там, с моими братьями?"
2468,"Не пугайся, отец. Он ранен, в тюрьме."
2469,Разве там еще убивают? Разве там еще есть тюрьмы?
2605,"Ну вот, главное сделано, деньги есть. ""Зовет меня взглядом и криком своим - и вымолвить хочет: давай улетим!"" Трейч, мне надо с вами поговорить. Какой вы грязный! Где вы были?"
2617,"К сожалению, нет. Природа при рождении лишила меня некоторых свойств, которые составляют силу. Я очень боюсь крови и..."
2700,"Господа, я прошу... это нельзя так оставить. А убитые! Нет, господа, не только те, кто мужественно боролся и погиб за свободу, а вот эти... жертвы. Ведь их миллиарды, ведь они же не виноваты... И их убили!"
2749,"Я не могу, к сожалению, принимать алкоголя: он причиняет мне головную боль и тошноту."
2767,"Под бури покровом, в мраке грозовом - молньи горят!"
2800,Она тогда мертвого его украдет и привезет.
2827,У меня такие тяжелые мысли! Такие тяжелые мысли! Так можно убить себя.
2924,"Да, бог. Я еврей, и я зову еврейского бога! Боже отмщений, господи боже отмщений! Яви себя! Восстань! Судия земли, воздай возмездие гордым! Боже отмщений! Господи боже отмщений! Яви себя!"
2973,"Духота, холодно - все один черт. Если я тут поживу еще неделю..."
3008,"Молчи, буржуй, а не то... Это моя мать. Старая женщина! Послушайте меня, старая женщина. Вот стою я перед вами на коленях, маленький еврей. Вы - моя мать, и дайте же, дайте, я поцелую вашу руку..."
3044,"Как это глупо! Папочка, а почему ты, когда я был болен, велел положить меня сюда? Ведь я, наверное, мешал тебе."
3045,"Нет. Но когда что-нибудь становится мне очень мило, мне хочется поднять его сюда. У меня, Петя, смешное убеждение, что здесь не может быть страданий, болезни. Тут - звезды."
3103,Не плачь. Что плакать? Пойди к маме.
3160,"Не знаю, я еще не думала об этом. Как-то стыдно, отец, над свежей могилой думать о своей - новой жизни. Даже собаке нужно время, чтобы привыкнуть к потере щенка."
3163,"Это кощунство. Это такое же кощунство, как оставить в своей комнате труп. Трупы надо сжигать на огне."
3170,"Да. Я нашла, я знаю теперь, что я буду делать. Я построю город и поселю в нем всех старых, как прелестная Эллен, всех убогих, калек, сумасшедших, слепых. Там будут глухонемые от рождения и идиоты, там будут изъеденные язвами, разбитые параличом. Там будут убийцы..."
3172,"Там будут предатели и лжецы и существа, подобные людям, но более ужасные, чем звери. И дома будут такие же, как жители: кривые, горбатые, слепые, изъязвленные; дома-убийцы, предатели. Они будут падать на головы тех, кто в них поселится, они будут лгать и душить мягко. И у нас будут постоянные убийства, голод и плач; и царем города я поставлю Иуду и назову город: ""К звездам!"""
3177,"Это оттого, что я думаю обо всем. Я думаю о прошлом и о будущем, и о земле, и о тех звездах - обо всем. И в тумане прошлого я вижу мириады погибших; и в тумане будущего я вижу мириады тех, кто погибнет; и я вижу космос, и я вижу везде торжествующую безбрежную жизнь - и я не могу плакать об одном!"
3179,"Мамочка, мамочка! Не плачь!"
3188,"Родится для безумия, для гибели! Родится для того, чтобы так же плакала над ним мать! Ты это хочешь сказать?"
3194,"Но смерть, но безумие, но дикое торжество рабов? Отец, я не могу уйти от земли, я не хочу уходить от нее: она так несчастна. Она дышит ужасом и тоской, - но я рождена ею, и в крови моей я ношу страдания земли. Мне чужды звезды, я не знаю, кто обитает там... Как подстреленная птица, душа моя вновь и вновь падает на землю."
3199,"Умирают только звери, у которых нет лица. Умирают только те, кто убивает, а те, кто убит, кто растерзан, кто сожжен, - те живут вечно. Нет смерти для человека, нет смерти для сына вечности."
3205,"Уж ты... не плачь, отец. Как-нибудь... проживем..."
3264,(осматривается с диким ужасом вокруг).
3273,(плачет).
3276,(почти в безумии).
3291,Показываются забрызганные грязью Трейч и Лунц.
3443,"Молчание. Внизу музыка - несколько нерешительных и грустных аккордов: ""Сижу за решеткой... в темнице сырой..."""
3450,"Петя. плачет, сдерживая рыдания."
3455,"(падая на колени, с тоской)."
3463,"Петя и Маруся., плача, становятся на колени и ласкают Инна Александровну. Сергей Николаевич. отходит на несколько шагов и возвращается."
3513,"Прошу вас, не плачьте. Мы подумаем. Я напишу вашей маме. Ho до тех пор придется вам, так сказать, потерпеть, хм, хм."
3578,"Домашние занятия пением довольно утомительны для постороннего слуха, но мы постараемся тянуть свои гаммы в ваше отсутствие."
3589,"Ах, жизнь, как посмотришь с холодным вниманьем вокруг, такая пустая и глупая шутка."
3652,"Э! Нет уж, я не создан для женского общества. Жена будет страдать от моих привычек. Холостяком помру."
3788,«Проблемы детской психологии». Хм. Страница восьмидесятая. «Переходный возраст...»
3828,"Я думала, я не нужна вам... Я думала, я мешаю вам, зачем приехала, я все хотела назад поехать, чтобы вам не мешать, я видела — вы сердились, а все не знала, за что..."
4012,"Секундочку! Коллекция отживших понятий растет. Оказывается: «Мощи — сушеный поп. Нечистый дух — это когда в комнате много курят. Горничная — это комната. Лакей — подхалим. Записано на беседе в школе». Хм! Что же касается нот, то Нина Александровна заявила, что переписка носит срочный характер и Маше не надо мешать."
4091,"Тсс, не мешайте!"
4218,Вопрос поставлен нами весьма развернуто. Мы категорически осуждаем поведение гражданки Олониной.
4460,(качает с сомнением головой).
4701,"(плачет, приговаривая)."
4713,"(глухим, надтреснутым голосом)."
4781,"Слишком стало затруднительно с продуктовым делом, Исаак Маркович. К одной заградиловке привыкнешь, а её уже нет. Хоть бы отбирали, а то ведь смерть к глазам приставляют."
4898,"«...Октября шестнадцатого дня тысяча восемьсот двадцатого года, в царствование благословенного императора Александра, рота лейб-гвардии Семёновского полка, забыв долг присяги и воинского повиновения начальству, дерзнула самовольно собраться в позднее вечернее время...» В чём же оно выразилось — забвение присяги? Выразилось оно в том, что люди вышли в коридор после переклички и решили просить у командира роты отмены очередного смотра по десяткам на дому... у командира полка бывали и такие смотры. За это, за так называемый бунт, было определено наказание... какое? «...Нижних чинов, признанных зачинщиками, лишить живота, людей первой и второй рот, подавших пример беспорядка, наказать виселицей, рядовых, помянутых в параграфе третьем, в пример другим, прогнать шпицрутенами сквозь батальон по шести раз...»"
4900,"Кто же спорит, что прежде было много жестокого?"
4903,"Я разбираю семёновскую трагедию на две главы. Первая — исследование причин мятежа, вторая — описание бунта, истязаний, отсылки в рудники... История моя будет история казармы, — не перечень народов, а судьба всех этих Сидоровых и Прошек, отданных Аракчееву, сосланных на двадцатилетнюю военную каторгу."
4960,"Я русский офицер, Катя, и спрашиваю: как это так, господа, с каких пор, спрашиваю я, правила военной игры стали чуждыми для нас?.. Мы мучили и унижали этих людей, они защищались, они перешли в наступление и дерутся с находчивостью, с обдуманностью, с отчаянием, скажу я, — дерутся во имя идеала, Катя."
5043,"На улице тридцать градусов мороза, сумасшедшую собаку выпустить жалко."
5050,Достаньте мне зубных капель... Я страдаю.
5148,Не надо плакать.
5223,Я смотрел смерти в глаза. Я солдат.
5226,"Вроде как из-за болезни сыр-бор получился. Яков Иванович говорят: «Вы болезнью наделили», — Евгений Александрович — стрелять. Оружия при себе, оружия — тут она..."
5423,(убивая карту).
5435,"У Висковского. Он в галифе, в сапогах, без куртки, ворот рубахи расстёгнут. На столе бутылки, выпито много. На тахте, привалившись, румяный, короткий Кравченко в военной форма и мадам Дора — тощая женщина в чёрном, с испанским гребнем в волосах и качающимися большими серьгами."
5471,"Открывается дверь. Муковнин отступает перед Филиппом, закутанным в тряпьё и башлык, громадным и бесформенным. Половина Филиппова лица заросла диким мясом, он в валенках."
5486,"Катя идёт вперёд, протягивает руки, плачет, останавливается, закрывает лицо руками, потом отнимает их. Перед ней красноармеец, лет девятнадцати, мальчик на длинных ногах, он тащит за собой мешок. Входит Голицын, останавливается у двери."
5676,Когда это меня бог убил?
5679,Шестьдесят два года бог тебя и убивает.
5734,— Я видел — и слоны плачут...
5735,"— Врёшь, слоны не плачут..."
5761,Авось не убьёт.
5773,Убью!
5777,Погоди убивать. Ты сколько с него за полбутылки гребёшь?
5778,"Я мальчик злой, я покусаю!"
5908,"Кричи, кричи перед смертью."
5940,"Убью, кто разнимет! Чур, не разнимать."
5950,Теперь убили.
5964,"Вставай, старый ломовик, прополощи глотку, пропусти шкалик..."
6037,"Парень, я бога не боюсь... Я бога видел и не испугался... Я убью и не испугаюсь..."
6054,Убили сокола!..
6176,"(Она разражается громким плачем, сдирает с окна занавеску, топчет её и бросает старухе)."
6201,"Гремя сапогами, ни на кого не глядя, старик идёт через всю комнату. Он бросает кнут, садится на кушетку, протягивает длинные толстые ноги. Нехама опускается на колени и стягивает с мужа сапоги."
6206,"(стянула сапог. Мендель подаёт ей другую ногу. Старуха поднимает на мужа глаза, полные ненависти, и бормочет сквозь стиснутые зубы)."
6226,(плачет).
6278,(выжимает слёзы из грязных мятых морщин).
6310,"Грянул выстрел. Кантор Цвибак застрелил пробежавшую мимо амвона крысу. Молящиеся воззрились на кантора. Мальчик, стиснутый скучными коленями отца, бьётся, пытается вырваться. Арье-Лейб застыл с раскрытым ртом. Талмудисты подняли равнодушные большие лица."
6312,(указывает револьвером на убитую крысу).
6315,"Мальчик разжал наконец плен отцовских коленей, ринулся к гильзе, схватил её и убежал."
6349,"(приподнимается, хватаясь за землю кулаками. Он плачет и топает ногой)."
6369,(мелодическим глухим голосом).
6371,"Припадая на ногу, вламывается Потаповна. Старуха пьяна. Она устремляет на Беню мутные немигающие глаза."
6375,(подманивает Никифора толстым слабым пьяным пальцем).
6440,"Никифор исчез. Склонив голову, расставив ноги, стоит Беня посреди комнаты. Медленная кровь заливает его лицо. Молчанье. И только бессмысленное бормотанье Бен Зхарьи нарушает томительную тишину."
6502,зажила ли рана лютая?
6528,приспевают темные потемки.
6539,"приложу к кровавой травки придорожной,"
6543,"ты коса ль, коса ли темная,"
6740,"а и плачет сама, заливается""."
6741,И самим нам плакать хочется.
6837,Завелась полушка перед злыми дни.
6912,"Горе лютое завистливо,"
6916,"Горю кланяйся нечистому,"
6985,"Темень темная, спрячь нас,"
7023,"да не токмо грабить, аль убить,"
