37297,Лаская отроков весёлых.
37300,"Лаская отроков весёлых,"
37396,"За то, что мир мой дивно светел?"
37438,"Нет, мне мила моя обитель,"
37563,"И ты возьмёшь меня, о милый!"
37761,"Весела, как могучее лето,"
37835,"И любимая станет моей,"
37880,"Что милы и седые метели,"
37915,"Любимый, любимый,"
38192,"И царицей, короны достойной,"
38209,И весёлых моих лебедей?
38332,"Сын любимый Гер-Педера, он"
38423,Я же браги хмельной и весёлой
38583,"Ты мне друга и брата милее,"
38637,"Лера милою Гондлы была,"
38660,"Новый мир, неожиданно милый,"
39082,"Нет, я хочу! О, милый, милый!"
39093,Ласкает милую пастушку.
39733,Кто ж эти любимые её гости?
40120,"Не дивлюсь ни мало, что все дела его идут с успехом."
41745,"Недолго написать, да пользы будет мало."
42082,"На сцене, для другой, один супруг лишь мил,"
42360,"""Ах, как он мил!"""
42414,"Что с сердцем искренним, без всякого искусства,"
42436,"""Ваш милый опекун..."""
43025,"Какой костюм! Я рад и весел, как дитя!"
43320,"Мне Вельский по сердцу, он Оленьки достоин"
44605,Без них здесь кто меня достойнее державы?
44759,Дабы ты дни вела достойные тебя.
44787,Чтоб крови ты своей приличну жизнь вела.
45087,"Которыми, кто мил, нас силится уверить?"
45141,Потщися моея достойна дружбы стать
45801,"Достойный путь возьму, из оной исходя."
46043,"Дивлюся, право я, как с умной головой"
46521,"Вот, милый муженек!"
46565,"Да, мой милый, посмотри:"
47045,"А-а, и милый друг"
47049,Да что-то не весел?
47077,"Вот тут-то, милые, уж в строку каждо лыко!"
47184,"А ты, мой милый друг, Наумыч, ведь и впрямь,"
47517,"Что хочешь, милая!"
47768,"Но, милый мой дружок, престань ты горячиться"
48171,"Но, милые мои, не час ли заседать?"
48393,"Нет, милый, нет!"
48978,Превосходный шлем!
49030,"Привет вам, милый друг."
49165,"Дар Рубенса слепит, как яркий свет"
49189,"Такую грубость, милый друг, поверь,"
49464,"Рынки, милый, рынки!"
50247,Веселому фламандскому народу?..
50740,Не мил тебе?
51674,А я в сей день женюсь... куды как он забавен;
52040,"Ну, вот желание, достойное поэта!"
52248,Надень любимое ты платейце Милены.
52256,На что ж так милым быть?
52565,Он вас достойнее себя Милены числит.
52791,Умнее.
52794,"От этого, мой друг, умнее ты не будешь."
52918,"Что мило для него, что сердце услаждает."
54389,Не родом был он князь — достоин был владеть.
54700,"Коль добродетели достойны суть почтенья,"
55142,"Достойны чувствия я в сердце влил его,"
55408,Достоин Ольгиным я сыном называться:
55515,"Приятной мыслию себя не утешаешь,"
55686,"О сын! кровь Игоря, достойный сын героя,"
55735,"Достойну мать явить, достойную супругу."
55764,"Героями герой достоин лишь владеть,"
57292,"Явите, имени сего достойны ль вы."
57638,"Тебя достойна я, хоть мучуся, стеня..."
57639,"Сей нежный огнь любви, мне толь приятный прежде,"
58662,Смотри — достойна ль я быть дочерью твоею.
58922,"Что мил Росслав, что мне затворен к счастью путь,"
58972,"Свидетели, что мил герой российский ей."
59454,"Прияв достойный дух величию царей,"
59535,"Се цепи тех златых достойнее цепей,"
60382,"Владей, блаженствуй — сей тебя достоин свет."
60456,Я с дара твоего сберу достойный плод.
60469,Ступай достойное приять благодаренье.
60813,"Достойна тем в себе супруга ей являешь,"
60814,"Над ней, над сей страной достойного царя."
61021,"Кто ж из царей тебя достоин будет в мире,"
61071,"Эней мне мил, Эней взойдет ко мне на трон."
62132,И поступь дружеска милее мне всего.
62153,"Достоин ты, мой друг, чтоб обнял я тебя."
62370,Чтобы достойного сыскать ей жениха?
62379,Достойный человек.
62380,Нельзя достойней быть.
62500,"Итак, теперь мы вам по-прежнему приятны?"
62591,Прията милого?
62775,"Французским королем так те была любима,"
63369,"Трусим! ты человек чудесный и полезный,"
63462,Да вы не милы мне.
63610,"Что сказывали мне о женихах чудесных,"
63751,"Лишь только от того успехи несомненны,"
63877,"Иль мыслите, в Сибирь приятна мне дорога?"
64069,"Ну, милый Высонос! приободрись, дружок!"
64416,"Да если сочинит, что нравится ему,"
64479,"Как я умен теперь, я так родился сам."
64619,"Tout est dit, мадам! для ней я всех милей."
64621,"Вот тот, который мне милее всех на свете!"
65172,"Так Даше, видно, мой не нравится жених?"
65179,"Муж может милым быть, лишь был бы с головою;"
65380,"Ну, Даша, ты умна..."
65458,Да что ж не нравится?
65515,"Ах, боже мой! Что так? Князь милый уверяет"
65748,"Поверь же, милая."
65924,"Всё так, однако ж я жду милого соседа."
65991,"Так ты, мой милый друг, мою исполнишь волю?"
66062,"Ужли? - Итак, на всё согласен милый князь?"
66129,"Умна, моя сударка!"
66348,"Твой Славин лишь один, один тебя достоин."
66367,"Да что ж ты, милая, меня не угощаешь?"
66556,Она умна!
66991,"Ах, милая! ужли надеяться могу?"
68066,"С охотою, она достойная девка, право ты ею будешь доволен; Марина, согласна ли ты?"
68343,"Это я, Соретушка, твой милый Фолет, первый ученик философа Дона Цапата, Педрилла, Фердинанда."
68532,Без Цимары он не мил.
68618,"Чем могу наградить тебя, мой милый Ацем?"
68652,Ты милей мне всего света.
68869,"Яви в себе, яви богов достойна друга:"
69103,"Ах, нет, мой друг, она еще мила Терею,"
69330,"Тебя, котора мне милей души была,"
69372,Достойны ли они владетеля венца?
70830,"Милее никого тебя ей, барин, нет,"
70843,"Что, может, до того казался он ей мил,"
70859,"Она скасаль не лошь. Умен, снать, эта тефка."
70920,"Но фот идет княшон, красафис мила мой!"
71493,Как вы милы! ха! ха! ха!
71504,Самое милое поздравление!
71505,Человек достойный.
71694,"Милая Маша, это самая та..."
71755,Мой братец человек умный...
72934,"Как ты забавен! пять, свет мой!"
74084,И как вам приятно.
74311,"Милый друг, вот и я!"
74365,Паулин всех умнее!
74383,"Согласен, согласна, знак любви."
74531,"Со мной разлучился мил, со мною,"
74810,"Лишь за то, что милый мой"
74826,"Лишь за то, что милый мой"
75302,"Куда это умно, ты, сестрица, будешь майоршею, а я асессоршею!"
76934,"И погреб у меня чудесный,"
76939,И что милее может быть --
77037,Как нельзя быть милей!
77045,"""И милая, в знак верности, герою"
77054,Как нельзя быть милей!
77072,"Ах, боже мой, как это мило!"
77075,Как нельзя быть милей
78022,"Ах, как ты мил!"
79599,"Я, милый друг, спешил к тебе,"
80339,"Э-эх! матушка моя! есть пословица на Руси: глупому сыну не в помощь богатство. Что в этих учителях. Коли умен, так всё умен, а как глуп, так всё напрасно."
80397,Где наша милая иль где живет наш друг.
81963,Как ты весела! — где Белинской? —
82788,"А это кто у тебя, милый, рукавчики-то теряет? Кто это, милый, был у тебя?"
83592,Ванюша? милый? он?
84634,"Мне толь же, как тебе, поверь, отец твой мил."
84691,"Уже мне наконец приятною судьбою,"
84712,"Чтоб сердце чрез меня достойное сыскалось,"
84713,Достойное тебе быть ввек поручено.
84906,"Но ежели тебе еще я так мила,"
85991,"Что свет тебе со мной, Филлида, стал не мил."
86525,"Твои заслуги мзды толикия достойны,"
86598,"Приятность воздуха, достойная тебя."
87397,"Которого один тебя достоин взгляд,"
87522,"Со света, что с тобой однем мне мог быть мил."
88058,"И может ли тогда сей скипетр быть мне мил,"
88118,Которых для меня милее в свете нет?
88255,"Я им истолковал, что ты достоин взять"
88259,"Достоин, чтоб тебе правление вручить,"
88317,Я признаюсь тебе... мне дочь твоя мила!
88320,И ежели сего моя достойна кровь...
88430,Усердие твое и верность мне полезны.
88528,"Достойны всей, Азор, награды моея."
88840,Которая тебе меня достойней зрится.
90205,"Такой ли, государь, достоин я приязни?"
90497,"Ответствуй мне, какой чудесною судьбою"
91084,"Тебя никто не спрашивает, мой милый."
91141,"Папочка, милый..."
93685,"Да, да, да! Вы видали «Вишневую квадратуру»? А я был на «Дяде Турбиных». Удивительно интересно!"
94971,"милейший,"
95094,Какая милая!
96402,Милый!
99933,"Ты умный, Алеша."
100365,"Нет-нет, предоставляю все тебе и милейшей Арине Ивановне."
100425,Это любимая вещь Инночки. Вам нравится?
101067,Чем же вам моя дочь не нравится...
101196,"Ну вот, слава богу, я отделался... теперь я могу побыть с вами, с моей милой Лидией..."
101414,"Да, да! умнее будь!"
101415,"Да, буду я умнее!"
101571,И как тогда я весел был!
101600,"Ученый, умный, ото всех"
101792,"В самом деле? Ах, как это мило!"
101971,"Уж если дарить, так, около того... приличнее всего бриллиантами..."
102825,"Эх! что вы, мои милые?"
102871,Какие там чудесные девчонки
104627,Признаться надобно... мне милы все турчанки.
104644,Не о том... мне что-то мил твой взгляд!
104766,Признаться... двор мне мил.
105172,(с приятною усмешкой)
105781,"И с поля с славою, приличною герою,"
106336,"Вниманья общества достоин человек,"
106782,"Всего, что мило вам быть может в жизни сей,"
106878,Кто будет Ксении из нас достоин боле!
106899,"Димитрия душе, явися ты достойным"
106912,"Ты рати предводи ко подвигам достойным,"
107503,"Пожалуйста, не жалейте! Что ж делать, насильно мил не будешь. Осчастливьте того, кто достойнее меня!"
107511,"Здравствуйте, матушка барышня, что это вы не веселы?"
108111,"С чего же мне веселой-то быть. Погадай-ка мне, Даша, на картах."
109232,До приятного свидания-с.
109401,Веселая бабочка-то.
109402,"Веселая, веселая."
109480,Что за умный был:
109623,"На свою на дочь любимую,"
110229,"Еще лучше. Да кому же она не нравится! Помилуйте вы меня! И что тут для меня интересного, что она вам нравится? Вы, должно быть, издалека приехали?"
110326,"Нет, Севастиан по-гречески значит: достойный почета, а Савва - слово арабское."
110582,"Тогда мог бы и я надеяться заслужить ее расположение. А теперь быть приятным я не могу, а быть смешным не хочу."
111090,Отличное занятие.
111119,"Вот, Василий Иваныч, умные речи приятно и слушать Это моя. А это чья же? Да это князинькина. Значит, он здесь?"
111978,"Да, не скучно будет, прогулка приятная. Какие у вас планы-то, Мокий Парменыч!"
112175,"Значит, веселый?"
112847,Умную речь приятно и слышать.
113024,Господа веселы?
113665,"Ах, мой милый, как я рада!.."
114236,"В ""Собрании веселых друзей""?"
114293,"Ну, голубчик, ну, милый Незнамов."
116179,"Нравится тебе твой жених, Василий Николаич?"
117679,"Ну, ну, говори. Милый ты мой, милый!"
117888,"К нему, Гаврилушка, к нему, мой милый!"
119366,"Милая девушка, все-то ты за работой! Что делаешь, милая?"
119628,"Уж ты, батюшка, ты ли мил сердечный друг!"
120373,"Насильно мил не будешь, Алексей Сергеич."
120646,"Так-то так, да все радости-то мало."
121166,Умный? Это ты про кого же?
121279,"Как же вы, мой милый, живете у такого барина?"
121528,"Положим; но я должна тебе сказать – уж приятно ли тебе будет, неприятно ли, это не мое дело – ты ему не нравишься. Вот тебе, милая."
121558,"За что, за что, моя милая?"
121698,"Ну, как тебе, Иван Петрович, нравится мой жених?"
121745,"Но, мой милый... нельзя же..."
122447,Голос чудесный.
122494,"Ну, прощай, мой милый, красавчик мой писаный!"
122906,Аннушка! милая! Что с тобой?
123223,Тон мне ваш что-то не нравится. Да-с.
123388,"Такой отличный, веселый малый."
123525,"Даже непонятно. Дядюшка, говорит, такой умный, такой умный, а тетушка, говорит, ангел, ангел, да..."
123759,Ты милое дитя.
123760,"Я буду богата, буду жить весело. Ведь и вы прежде весело жили, ma tante?"
123841,"Особенным-то ее расположением, как из дела видно, пользовался отставной солдат."
124151,"Конечно, не нравится. Да разве может..."
125160,"Нет ли у тебя, милая, снурочка?"
125493,Интересов! А сама я для вас не интересна?
125555,"До свидания, милый Артемий Васильич!"
125556,Разве милый?
125557,"Милый, милый!"
125773,"В карты?.. А как ты полагаешь, Софья Сергевна умная женщина?"
126585,"Ну, как его поучтивей-то назвать? Победитель-то, друг-то милый?"
126705,"Да, милый, нельзя."
126799,"Ах, милый, ты уж здесь?"
127075,"Ну, голубчик, Флор Федулыч! . Ну, милый мой!"
127531,"Ах, поверь, поверь! Погоди, я пришлю сейчас к тебе папашу, поговори с ним. Милый, милый."
127550,Мне нравится ваша дочь.
128801,Какой приятный запах у вас в саду.
128852,"Ах, какой милый!"
129195,Какой вечер превосходный!..
129834,"Он был щеголь, веселый!"
130192,Ты мне мил завсегда.
131281,"Аннушка, что с тобой? Что с тобой, моя милая?"
131380,"Перестанут, милые мои, родные мои, перестанут!"
131693,"Веселые болтушки-щекотуньи,"
131893,"Милей всего. Ни терем твой точеный,"
131898,"Веселые да игры до полночи,"
132004,Веселую. У Леля перейму
132079,Валит толпа веселых берендеев.
132345,"Сердечный друг и что такое милый,"
132347,И радости при встрече с милым другом
132420,"Забава та мила, а Бобылю"
132684,"Подруг, родных на милого дружка"
132769,"Как же, милый?"
132944,"Дубовыми, за умною беседой,"
132999,"Веселы грады в стране берендеев,"
133134,Минувшие веселые года
133294,"Милых подруженек,"
133295,"Игры веселые,"
133358,"Веселые головы,"
133602,Кому из вас Снегурочка милее?
133702,Веселое гулянье! Сердцу радость
133725,"Пора к шатрам, в кругу гостей веселых"
133738,Милой подруженьки нет как нет.
134076,"Милый муж,"
134324,"О милый,"
134333,"Милый,"
134359,"Завет отца и матери, о милый,"
135331,"Значит, вам не нравится, что Васютин женится на моей дочери?"
135665,"То-то вот, умна, да не догадлива: некому другому и быть, как не Устинье Наумовне."
135714,Насилу-то умное словцо вымолвила.
136211,Это как вам будет угодно-с! Насильно мил не будешь. Только я вам вот что доложу-с...
136316,Как вы милы!
137710,"Что ж, разве вам невеста не нравится?"
137906,Этот умный?
139252,"Прощай, милый папаша! Не нужно мне никаких твоих сокровищ."
139772,"Вот гости, должно быть. До приятного свидания-с!"
141180,"Я, маменька, новое знакомство завел. Лукьян Лукьяныч Чебаков, отличнейший человек. Он капитан в отставке."
141278,"А что, умен?"
142466,С милым! А как с милым-то жить нечем будет?
143803,"Разлучили меня с другом милым, с сердечным моим..."
144684,"Поди-ка, мой милый, доложь самому-то, что его спрашивают."
144773,"Вы милы, Лукерья Даниловна!"
144882,"Жена-то умней тебя, право умней."
145460,"А, милый друг, Андрюша, здравствуй!"
145701,Да вам-то что тут интересного?
146524,"Веселый, со всеми онёрами, с дамами."
146639,"Как я счастлива в твоих объятиях! Какое это блаженство! О, милый, милый! Ты оживил меня. Я теперь жить хочу, хочу жить!"
148104,"Мать. Для матери, чем плоше дитя, тем оно милее."
148128,"Ну, так, значит, до приятного."
148181,"А что, милый друг, этот самый стряпчий не сфальшивит, если ему документы поверить?"
148804,Честность необыкновенная.
149175,Идет народ веселыми стопами
149185,"И веселы! Веселие такое,"
149733,Кто всех умней? Петр Федорыч Басманов.
149787,Веселый день!
149788,И царь у нас веселый:
149803,Все веселы.
149822,"Кому что мило, тот про то и грезит."
150678,О милом сыне молится украдкой?
150754,"И хмелен, да умен, -- так два угодья."
151090,"Мне весело, бояре; нашу радость"
151093,Веселую для радости моей.
151274,"Умнее вас, и рта не разевайте,"
152418,Над гордостью красавицы любимой!
153059,"Интересно, как вам удалось сделать эти поразительные наблюдения."
153359,"Какой вы человек! Какой вы замечательный человек! Иногда мне кажется, Фрэнк, что вы гениальны!"
153531,"Здравствуйте, милая."
154121,С алмазами? Как мил!
154472,"Эх, милый, я женат!.. Так спрашивать не должно!"
154684,Но вот моя жена и что-то весела.
154687,"Я весел лишь с тобой, хоть в этом мне поверь."
154818,"Ей, братцы, выпьемте здоровье наших милых,"
154965,Достойны все они.
155222,"Повеса, как он мил!"
155249,Вот человек чудесный!
155396,Иль... сделавшись умней... в кого-нибудь влюбиться.
155864,"Милый мой,"
156075,"Эй, братцы, выпьем здоровье наших милых,"
156356,"С племянником моим Любимом Делаварским,"
156415,"Что, право, рассуждать умнее невозможно."
156485,"Помилуйте, да он так весел..."
156536,"Любезен, весел, но нимало не влюблен."
156625,"Умна, как Вальтер Скотт; имеет воспитанье,"
156679,"Я клянусь. Да то ли, милый мой!"
156917,Как с милой женщиной шептаться при родне:
157026,В Москве бы ни одна не сделала умней.
157219,"Да, милый, посмотри."
157486,Умна...
157487,Да всякая красавица умна.
157589,"Милый мой,"
157600,"Ну, милый, удружил!"
157648,"Ах, милый мой! как я теперь доволен!"
158020,А к устрицам у нас чудесный портер есть.
158024,"Ты что-то, Ленушка, сегодня весела,"
158059,"Хоть наша Ленушка воспитана, умна"
158194,"Помилуй, ничего чудесного нет тут:"
158231,"Да, об хозяевах... Вам нравятся они?"
158331,"Так спрячься ж, милая, вот в этот кабинет."
158346,Какое кушанье! чудеснейшие вины!..
159079,"Прощай, прощай, моя милая."
160909,"Папаша, какой веселый мужчина!"
160918,"Папаша, какой умный мужчина!"
161265,Словом приятным — супруг!
161306,Словом приятным —
161848,На пиру веселом я
162519,"Так, вот его любимая беседа:"
162779,"Что, Ксения? что, милая моя?"
163152,"Но как тебя достойная супруга,"
163239,"Достойные московского престола,"
163257,Достоин быть успеха своего
163670,"Приятный сон, царевич!"
163767,Любимого народом — а в боярах
164237,В ее красе чудесной не сознаться.
164377,"Лаура, милый друг!.."
164472,Я не достоин участи такой.
164574,Милый Лепорелло!
164748,Милое созданье!
164803,"Прощай же, до свиданья, друг мой милый."
165145,Чтоб мы в своем веселом пированье
165281,И весел зимний жар пиров.
165363,"Bravo, bravo! достойный председатель!"
165413,"У милого дружка, — а милый друг"
165476,"Тебе так показалось. — Нет, я весел"
165651,Веселую мы свадебку сыграли.
165782,Веселой толпою
166372,Приличное по званью содержанье...
167091,"Охота превосходная, но завтрак"
167143,"Умна как бес, ужасно учена;"
167544,"Чудесное, могучее явленье,"
167599,Чтоб за столом любимые вам вина
167619,"Моем противостать ей мог?.. Мила,"
167966,"Ты так умен,"
168049,"С товарищем иль с женщиною милой,"
168088,"Чему здесь быть чудесному?.. На ферме,"
168212,"С глубоким удивленьем... Все, что вы"
168257,Достоин!.. Перед богом
168744,"Меня достойным вас,- о! Зоя, Зоя!"
169255,Да кто ж ее достойным может быть?
169320,"Веселая, довольная... Лишь ты"
170038,"Весел, сударь, радошен..."
170877,"Ах, это вы, полковник! Какой вы милый, бесподобный человек!"
170958,"На черную работу... в вашу контору. Я хочу доказать вам, что я достоин вашего доверия, какого бы рода оно ни было."
171572,"А впрочем, весела."
171782,"Хоть несомненную надежду в вас имею,"
173078,Да чем я вам не мил?
173261,"Достойно оную не может кто исправить,"
173772,Кто может чести сей иная быть достойна?
173813,Так добродетели сыскати неудобно.
174136,"Лишась приятных дум, я винность отдалила,"
174462,"Он чая Дария тобой любимым быти,"
174552,"Или ты позабыл, что мил он Артистоне?"
174645,"Достойна ль крови той я, Дария пленя,"
174718,Противу совести тебе стал Дарий мил.
174719,Стал мил! Но им ли ты свой разум обольщаешь?
174807,"Теперь мне больше мил, как мил мне мой отец."
175002,Достойно б персов звать всех чадами богов.
175103,Ты царь достойный сим странам.
176214,"Коль он достойный царь, достоин царска сана."
176227,"Коль добродетели отличной чести нет,"
176246,За общество умреть и хвально и приятно.
176334,"Тобой еще мне мил и так, как рай, приятен."
176337,"Те милы улицы и те во град дороги,"
176944,О дщерь убийцына! почто тебе я мил?!
177616,Хоть праведно твоя суда достойна мать! — — —
177800,Хранишь ли подлинно? достойна ль ты меня?
178392,"Он Кию брат, увы!.. а мне, Астрада, мил."
178512,Которым будет мил любезный мой Хорев.
178529,"Чего желается и что нам толь приятно,"
178771,"Но винно пред отцем, что ты ему стал мил"
178816,Что ты в такие дни мне стала быть мила?!
178843,"Но, может быти, весть приятна поспешит,"
179249,"Одна ль его чту я? Он мил всему народу,"
179845,О приятные часы!
180317,"Как же, сударыня, вить не всем быть умными."
180414,"О! друг мой, достоин ты имени французского лакея."
180579,"Что ты так весела, Ниса?"
181325,"Достойна ли я, князь, покорства такова?"
181764,А ежели мой взор еще тебе приятен
181821,"Коль сердца моего достоин хочешь быть,"
182077,Чего достоин ты?
182289,"Обоим я мила, они мне милы оба."
182397,А днесь достоин ты всея моей приязни.
182633,Что будет с князем сим приятен мне союз?
182634,Отврата от таких тебе приятных уз
182760,"О Трувор! ты мне мил, но мне твоей не быть;"
182932,Сия ль прилична жизнь владыке и герою?
182988,Где дружба многих лет приятно пребывала?
183001,"Отъемлешь у меня, что мне милей всего."
183100,"Любима тем, кто мил тебе всех паче в свете,"
183116,За добродетели и мука ей приятна.
183220,Лишаюся навек я сих приятных мест.
183506,"А ты, любезный князь, мне стал толико мил!"
183635,Кто толь тебе был мил...
183716,Кто здесь с родителем милее мне всего?
183798,И от приятнейших Ильмениных очей
183948,"Как же, сударыня, вить не всем быть умными."
184044,"О! друг мой, достоин ты имени французского лакея."
184747,"Умные-то не в диковинку, а нас мало."
185449,"Это глупая пословица — по-моему, это по стороне бывает. Вы заметьте: вот в Англии говорится: не родись умен, а родись купец; в Италии: не родись умен, а родись певец; во Франции: не родись умен, а родись боец...."
185640,". Ну это конечно, я с этим согласен, а почтение он таки окажи."
187947,"И, милая, — их соседка накормит."
188098,"Да, это интересно: где ж они продаются?"
189021,"Что, милая, что?"
189039,"Да, как же! И, моя милая, в свете все так: кто глуп, тот и добр; у кого зубов нет, тот хвостом вертит… А если выйдешь за Кречинского — как он дом поставит, какой круг сделает!.. Ведь у него вкус удивительный…"
189040,"Да, тетенька, удивительный!.."
189077,Приятное занятие!
189280,"Нечего?.. мне говорить нечего?.. Так я вам вот что скажу: вам он нравится и Лидочке нравится, да мне не нравится — так и не отдам."
189337,Папенька! милый папенька!..
189712,"Да, да, да, как же! чернозем, — удивительный чернозем, то есть черный, черный… у! вот какой!"
192272,Достойного он в Генрике владыку
192978,Господь дарит чудесное прозренье
194408,Готовить мне достойного на царство
195046,Достойно несть.
195687,"Чудесное настало,"
202611,"Мамушка, милая, пра, ей-богу..."
204290,"Да, ваша жизнь удивительная."
204298,Приятного аппетита.
204308,"Ну, бог с ним. Не могу. Как такой человек — у меня слова не идут. Вот с вами мне легко, приятно. Так что я говорил?"
205586,Ее зовут Верой Николаевной… За ней превосходное приданое.
205798,"Хотите, я вам сыграю вашу любимую мазурку?"
206497,"Смотри же не замешкайся! Экой денек! А я рад Шпуньдику… Он хороший человек. Что бишь?.. Да; отчего это Маша бледна сегодня? Ну, впрочем, это понятно… Однако что ж я не одеваюсь? Стратилат! А Стратилат!"
206534,Исакиевский собор превосходное здание во всех отношениях.
206563,А! Отличный чиновник! Я его знаю. Отличный чиновник!
206638,Гм. Какая сегодня приятная погода…
206643,"Рубини — удивительный артист. Метода необыкновенная… голос… Это удивительно, удивительно! Вы, наверное, любите музыку?"
210805,"Parfait, parfait, — у вас чудесный повар, Павел Николаич…"
210808,Многие лета достойному нашему хозяину… и всяких благ.
211970,"По твоей милости, милый Пабло."
212150,"На улицу, не далее, как на улицу, мой милый дон Жуан… А там я с вами раскланяюсь — и до приятного свидания…"
212817,". Vous etes charmante. Вы милы, вы чрезвычайно милы!"
213495,Да — ты. Что ж тут удивительного! — Ты.
213778,"Хе… хе… А что, приятная была прогулка?"
214680,"Сам ты мешковат, умная голова."
215097,"Так веселым пирком, ды за свадебку."
215187,"Чефо паяться, мая матушка? Расумнай шеловек никахта ефо не сатерет, никахта з ним не саспорит; а он с умными лютьмн не сфясыфайся, так и пудет плаготенствие пожие!"
215315,Вы оба друг друга достойны.
